#ber 6144 turbo 						
#snr 33 5 6 7 8 9						
-8	0.281632383	0.286189707	0.28655744	0	0	0
-7.9	0.27925462	0.283526485	0.28499913	0	0	0
-7.8	0.276372404	0.281443728	0.282268461	0	0	0
-7.7	0.273241874	0.279308398	0.27961595	0	0	0
-7.6	0.270196898	0.27621667	0.277462194	0	0	0
-7.5	0.267732017	0.274719418	0.275090888	0	0	0
-7.4	0.264585837	0.272623698	0.273616375	0	0	0
-7.3	0.26155286	0.270039696	0.27077532	0	0	0
-7.2	0.257785373	0.267323902	0.268012421	0	0	0
-7.1	0.254416963	0.264284747	0.266174518	0	0	0
-7	0.251856095	0.26204863	0.263596941	0	0	0
-6.9	0.247488169	0.260190691	0.261332798	0	0	0
-6.8	0.24338212	0.256538028	0.258965521	0	0	0
-6.7	0.239550468	0.255184355	0.256361354	0	0	0
-6.6	0.235686995	0.252655029	0.253704008	0	0	0
-6.5	0.231671195	0.249709356	0.251155438	0	0	0
-6.4	0.227376302	0.247204735	0.249389246	0	0	0
-6.3	0.222315601	0.243501209	0.246348365	0	0	0
-6.2	0.218010275	0.241457985	0.243097991	0	0	0
-6.1	0.212886973	0.238978795	0.240857216	0	0	0
-6	0.207593086	0.235834757	0.238229682	0	0	0
-5.9	0.200993986	0.232998803	0.235783442	0	0	0
-5.8	0.195206601	0.23025658	0.2325516	0	0	0
-5.7	0.189243936	0.227353777	0.230270537	0	0	0
-5.6	0.180673974	0.22462972	0.22785008	0	0	0
-5.5	0.172550038	0.221157256	0.224883328	0	0	0
-5.4	0.164716672	0.218460083	0.222425001	0	0	0
-5.3	0.154875926	0.214895339	0.219652434	0	0	0
-5.2	0.144647582	0.212108794	0.21612005	0	0	0
-5.1	0.130947537	0.209738595	0.2138269	0	0	0
-5	0.112278604	0.206117902	0.210952809	0	0	0
-4.9	0.087919838	0.202727545	0.208326082	0	0	0
-4.8	0.052941477	0.199054536	0.205539817	0	0	0
-4.7	0.015266614	0.195106143	0.202074309	0	0	0
-4.6	0.002840482	0.192706154	0.199379899	0	0	0
-4.5	0.000404814	0.187884376	0.19625925	0	0	0
-4.4	0	0.184838431	0.19360835	0	0	0
-4.3	0	0.181329636	0.190502205	0	0	0
-4.2	0	0.17754909	0.1875	0	0	0
-4.1	0	0.173058646	0.184090894	0	0	0
-4	0	0.168363299	0.181172487	0.185102371	0.185999294	0.185957727
-3.9	0	0.165079026	0.178084068	0.181960533	0.183211677	0.183620613
-3.8	0	0.160098121	0.17449367	0.179051051	0.179907502	0.1805653
-3.7	0	0.155731928	0.17179362	0.175929418	0.177261956	0.177913727
-3.6	0	0.152324132	0.168174215	0.173317955	0.1743702	0.175378299
-3.5	0	0.145337786	0.164914978	0.169674928	0.171193613	0.172483376
-3.4	0	0.140348162	0.160981333	0.166548806	0.168650137	0.169201305
-3.3	0	0.134379796	0.158691406	0.164481187	0.166378388	0.166736985
-3.2	0	0.129864647	0.154025339	0.160645654	0.163148697	0.163951886
-3.1	0	0.124101185	0.150678276	0.157652546	0.160701773	0.161110473
-3	0	0.117875599	0.14714992	0.154575251	0.157694154	0.158000472
-2.9	0	0.110613142	0.142986638	0.151966034	0.154238448	0.155502419
-2.8	0	0.102368309	0.140027943	0.149197423	0.151835993	0.152954102
-2.7	0	0.094193958	0.135763346	0.145701441	0.148599565	0.149906333
-2.6	0	0.084838867	0.131899414	0.142962015	0.146224932	0.147886189
-2.5	0	0.074823289	0.127511393	0.139132655	0.143205518	0.14393526
-2.4	0	0.058459327	0.122907715	0.136191182	0.140292524	0.141619115
-2.3	0	0.037407285	0.119814453	0.133054396	0.137339883	0.139194464
-2.2	0	0.016977219	0.114412435	0.129975979	0.134582693	0.136085261
-2.1	0	0.004925682	0.110875651	0.126566429	0.131522937	0.132998398
-2	0	0.000631423	0.104941406	0.123746184	0.128891643	0.130290511
-1.9	0	0	0.100576172	0.120198568	0.12585484	0.127720652
-1.8	0	0	0.094492188	0.116552734	0.122982188	0.124625811
-1.7	0	0	0.089179688	0.113917699	0.120256299	0.122024037
-1.6	0	0	0.083208008	0.110491312	0.117229929	0.119061638
-1.5	0	0	0.077314453	0.106391994	0.114476218	0.116466248
-1.4	0	0	0.071275228	0.102894329	0.111652255	0.113853305
-1.3	0	0	0.064681803	0.099232781	0.108959057	0.110536663
-1.2	0	0	0.054707031	0.09589956	0.106133007	0.107932496
-1.1	0	0	0.046238607	0.092207143	0.102770683	0.105996126
-1	0	0	0.031996257	0.088360385	0.100419699	0.103429458
-0.9	0	0	0.016466471	0.084417654	0.097417674	0.100511738
-0.8	0	0	0.006275228	0.080533628	0.094413562	0.097743215
-0.7	0	0	0.001614583	0.075936211	0.091056802	0.095533982
-0.6	0	0	0.000253092	0.071937844	0.088283615	0.093064651
-0.5	0	0	3.99E-05	0.067597566	0.085468694	0.090166079
-0.4	0	0	0	0.062785961	0.082456931	0.087648878
-0.3	0	0	0	0.05923688	0.079280321	0.085402944
-0.2	0	0	5.70E-06	0.053870872	0.076936988	0.082307304
-0.1	0	0	0	0.048286155	0.073578837	0.080376519
0	0	0	3.26E-06	0.043679697	0.071019882	0.0772362
0.1	0	0	0	0.037937404	0.067624866	0.075165792
0.2	0	0	0	0.029927998	0.064814119	0.072217754
0.3	0	0	0	0.022563943	0.061595775	0.070146548
0.4	0	0	0	0.01375667	0.058865713	0.067563923
0.5	0	0	0	0.006195709	0.055992366	0.065553354
0.6	0	0	0	0.002488641	0.052466585	0.063214869
0.7	0	0	0	0.000656163	0.049285802	0.060586767
0.8	0	0	0	0.000337472	0.046543219	0.058179668
0.9	0	0	0	5.01E-05	0.043473725	0.056313508
1	0	0	0	1.59E-05	0.039653724	0.054231449
1.1	0	0	0	0	0.036328264	0.051957637
1.2	0	0	0	1.71E-06	0.032810831	0.049335744
1.3	0	0	0	3.41E-06	0.029853321	0.047501869
1.4	0	0	0	0	0.025871951	0.045229669
1.5	0	0	0	0	0.021543497	0.043160517
1.6	0	0	0	0	0.017678285	0.041038186
1.7	0	0	0	3.41E-06	0.012608368	0.039058471
1.8	0	0	0	0	0.009198746	0.036874098
1.9	0	0	0	0	0.003858257	0.034717925
2	0	0	0	0	0.001949647	0.033028278
2.1	0	0	0	0	0.00072964	0.030807646
2.2	0	0	0	0	0.000244836	0.028711099
2.3	0	0	0	0	0.000102247	0.026848217
2.4	0	0	0	0	1.60E-05	0.024822575
2.5	0	0	0	0	1.53E-05	0.023307775
2.6	0	0	0	0	8.42E-06	0.020530373
2.7	0	0	0	0	7.02E-06	0.018905186
2.8	0	0	0	0	4.21E-06	0.017229238
2.9	0	0	0	0	1.05E-05	0.015226962
3	0	0	0	0	0	0.013215018
3.1	0	0	0	0	0	0.010974242
3.2	0	0	0	0	0	0.008469988
3.3	0	0	0	0	0	0.007213832
